Unique_ID,Study_ID,Location_ID,Survey_ID,Day_of_Week,Time_of_Day,Date,Start_time,End_time,Conditions,Weather,Temperature,Surveyor,Row_ID,Row_Total,Group_Size,Male,Female,Gender_Unknown,White,BlackAfricanAmerican,AmericanIndian_AlaskanNative,Asian,NativeHawaiian_PacificIslander,Latino,Multiple_Races,Race_Unknown,Age_0-4,Age_5-14,Age_15-24,Age_25-44,Age_45-64,Age_65+,Standing,Leaning,SittingFormal_Public,SittingFormal_Commercial,SittingFormal_Private,SittingInformal,Lying,Mobility_Assistance_Device,CommercialActivity_Providing,CommercialActivity_Buying,CommercialActivity_Observing,Eating/Drinking,Talking,CulturalActivity,UsingElectronics,ActiveRecreation,PassiveRecreation,WaitingTransportation,CivicWork,Smoking,DisruptiveActivity_Aggressive,DisruptiveActivity_Intoxicated,LivingActivities,Soliciting,Notes
0,2018 People Staying Counts,MAP1,Weekday1_Morning,Weekday,Morning,20180802,0820,0830,,Heavy Clouds,58,UD4H,1,1,3,,1,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
1,2018 People Staying Counts,MAP1,Weekday1_Morning,Weekday,Morning,20180802,0820,0830,,Heavy Clouds,58,UD4H,2,1,3,,1,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
2,2018 People Staying Counts,MAP1,Weekday1_Morning,Weekday,Morning,20180802,0820,0830,,Heavy Clouds,58,UD4H,3,1,3,,,1,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
3,2018 People Staying Counts,MAP1,Weekday1_Morning,Weekday,Morning,20180802,0820,0830,,Heavy Clouds,58,UD4H,4,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
4,2018 People Staying Counts,MAP1,Weekday1_Morning,Weekday,Morning,20180802,0820,0830,,Heavy Clouds,58,UD4H,5,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,
5,2018 People Staying Counts,MAP1,Weekday1_Morning,Weekday,Morning,20180802,0820,0830,,Heavy Clouds,58,UD4H,6,1,2,,,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
6,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,1,1,1,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,
7,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,2,1,1,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,1,,1,,,,,,,,
8,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,3,1,2,1,,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
9,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,4,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
10,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,5,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,
11,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,6,1,2,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
12,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,7,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,
13,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,8,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,
14,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,9,1,2,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,
15,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,10,1,1,,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,
16,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,11,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
17,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,12,1,2,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,,,1,,,,,,,,1,,
18,2018 People Staying Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1220,1230,,Heavy Clouds,60,UD4H,13,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,
19,2018 People Staying Counts,MAP1,Weekday1_Evening,Weekday,Evening,20180802,1622,1632,,Heavy Clouds,67,UD4H,1,1,2,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
20,2018 People Staying Counts,MAP1,Weekday1_Evening,Weekday,Evening,20180802,1622,1632,,Heavy Clouds,67,UD4H,2,1,2,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,
21,2018 People Staying Counts,MAP1,Weekday1_Evening,Weekday,Evening,20180802,1622,1632,,Heavy Clouds,67,UD4H,3,1,1,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,1,1,,,,,1,,,,,,,,
22,2018 People Staying Counts,MAP1,Weekday1_Evening,Weekday,Evening,20180802,1622,1632,,Heavy Clouds,67,UD4H,4,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,1,,,,,,,,
23,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,1,1,4,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
24,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,2,1,4,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
25,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,3,1,4,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
26,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,4,1,4,,,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
27,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,5,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,
28,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,6,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
29,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,7,1,2,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,
30,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,8,1,2,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
31,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,9,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,1,,,,,,,,,
32,2018 People Staying Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0822,0832,,Heavy Clouds,59,UD4H,10,1,1,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,1,,,,,,,,,,
33,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,1,1,4,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,
34,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,2,1,4,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
35,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,3,1,4,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,
36,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,4,1,4,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
37,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,5,1,2,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,,,1,,,,,,,,,,
38,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,6,1,2,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
39,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,7,1,2,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
40,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,8,1,2,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
41,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,9,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
42,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,10,1,2,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
43,2018 People Staying Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1222,1232,,Light Clouds,68,UD4H,11,1,1,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
44,2018 People Staying Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1637,1647,,Sun-Shaded,73,UD4H,1,1,6,1,,,,,,1,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,
45,2018 People Staying Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1637,1647,,Sun-Shaded,73,UD4H,2,1,6,,1,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
46,2018 People Staying Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1637,1647,,Sun-Shaded,73,UD4H,3,1,6,,1,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,
47,2018 People Staying Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1637,1647,,Sun-Shaded,73,UD4H,4,1,6,,1,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,
48,2018 People Staying Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1637,1647,,Sun-Shaded,73,UD4H,5,1,6,,1,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
49,2018 People Staying Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1637,1647,,Sun-Shaded,73,UD4H,6,1,6,,1,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,1,1,,1,,,,,,,,,,
50,2018 People Staying Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1637,1647,,Sun-Shaded,73,UD4H,7,1,1,,1,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,1,,,,,,,,
51,2018 People Staying Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1637,1647,,Sun-Shaded,73,UD4H,8,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,
52,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,1,1,2,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
53,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,2,1,2,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,
54,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,3,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,
55,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,4,1,2,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
56,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,5,1,2,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
57,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,6,1,4,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
58,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,7,1,4,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
59,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,8,1,4,,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
60,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,9,1,4,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
61,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,10,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,
62,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,11,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,1,,,,,,,,,,
63,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,12,1,2,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,1,,,1,,,,,,,,,
64,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,13,1,2,,1,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,
65,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,14,1,2,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,
66,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,15,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
67,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,16,1,1,,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,1,,1,,,,1,,,,,,,,
68,2018 People Staying Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1241,1251,,Heavy Clouds,71,UD4H,17,1,1,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
69,2018 People Staying Counts,MAP1,Weekend_Evening,Weekend,Evening,20180811,1630,1640,,Sun-Shaded,72,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,406",2018 People Staying Counts,WAL3,Weekday2_Morning,Weekday,Morning,20180823,0914,0924,,Light Rain,59,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2018 People Staying Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0835,0845,,Heavy Clouds,61,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
71,2018 People Staying Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0835,0845,,Heavy Clouds,61,UD4H,2,1,2,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
72,2018 People Staying Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0835,0845,,Heavy Clouds,61,UD4H,3,1,2,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,1,,1,,,,,,,
73,2018 People Staying Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0835,0845,,Heavy Clouds,61,UD4H,4,1,1,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
74,2018 People Staying Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0835,0845,,Heavy Clouds,61,UD4H,5,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
75,2018 People Staying Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0835,0845,,Heavy Clouds,61,UD4H,6,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
76,2018 People Staying Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0835,0845,,Heavy Clouds,61,UD4H,7,1,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
77,2018 People Staying Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0835,0845,,Heavy Clouds,61,UD4H,8,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
78,2018 People Staying Counts,TUJ1,Weekday1_Midday,Weekday,Midday,20180801,1237,1247,,Heavy Clouds,68,UD4H,1,1,1,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,
79,2018 People Staying Counts,TUJ1,Weekday1_Midday,Weekday,Midday,20180801,1237,1247,,Heavy Clouds,68,UD4H,2,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
80,2018 People Staying Counts,TUJ1,Weekday1_Midday,Weekday,Midday,20180801,1237,1247,,Heavy Clouds,68,UD4H,3,1,1,,1,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,1,,,,,
81,2018 People Staying Counts,TUJ1,Weekday1_Midday,Weekday,Midday,20180801,1237,1247,,Heavy Clouds,68,UD4H,4,1,1,1,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,
82,2018 People Staying Counts,TUJ1,Weekday1_Midday,Weekday,Midday,20180801,1237,1247,,Heavy Clouds,68,UD4H,5,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
83,2018 People Staying Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1652,1702,,Sun-Shaded,77,UD4H,1,1,3,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
84,2018 People Staying Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1652,1702,,Sun-Shaded,77,UD4H,2,1,3,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
85,2018 People Staying Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1652,1702,,Sun-Shaded,77,UD4H,3,1,3,,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
86,2018 People Staying Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1652,1702,,Sun-Shaded,77,UD4H,4,1,2,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,
87,2018 People Staying Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1652,1702,,Sun-Shaded,77,UD4H,5,1,2,,1,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
88,2018 People Staying Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1652,1702,,Sun-Shaded,77,UD4H,6,1,2,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,
89,2018 People Staying Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1652,1702,,Sun-Shaded,77,UD4H,7,1,2,1,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,
90,2018 People Staying Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1652,1702,,Sun-Shaded,77,UD4H,8,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
91,2018 People Staying Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1652,1702,,Sun-Shaded,77,UD4H,9,1,2,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
92,2018 People Staying Counts,TUJ1,Weekday2_Morning,Weekday,Morning,20180803,0840,0850,,Light Rain,59,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
93,2018 People Staying Counts,TUJ1,Weekday2_Morning,Weekday,Morning,20180803,0840,0850,,Light Rain,59,UD4H,2,1,1,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
94,2018 People Staying Counts,TUJ1,Weekday2_Morning,Weekday,Morning,20180803,0840,0850,,Light Rain,59,UD4H,3,1,1,,1,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,
95,2018 People Staying Counts,TUJ1,Weekday2_Midday,Weekday,Midday,20180803,1225,1235,,Sun-Exposed,67,UD4H,1,1,2,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,
96,2018 People Staying Counts,TUJ1,Weekday2_Midday,Weekday,Midday,20180803,1225,1235,,Sun-Exposed,67,UD4H,2,1,2,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,
97,2018 People Staying Counts,TUJ1,Weekday2_Midday,Weekday,Midday,20180803,1225,1235,,Sun-Exposed,67,UD4H,3,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,
98,2018 People Staying Counts,TUJ1,Weekday2_Midday,Weekday,Midday,20180803,1225,1235,,Sun-Exposed,67,UD4H,4,1,1,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
99,2018 People Staying Counts,TUJ1,Weekday2_Midday,Weekday,Midday,20180803,1225,1235,,Sun-Exposed,67,UD4H,5,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
100,2018 People Staying Counts,TUJ1,Weekday2_Evening,Weekday,Evening,20180803,1627,1637,,Sun-Shaded,74,UD4H,1,1,1,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
101,2018 People Staying Counts,TUJ1,Weekend_Midday,Weekend,Midday,20180804,1238,1248,,Sun-Exposed,69,UD4H,1,1,1,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,,
102,2018 People Staying Counts,TUJ1,Weekend_Midday,Weekend,Midday,20180804,1238,1248,,Sun-Exposed,69,UD4H,2,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
103,2018 People Staying Counts,TUJ1,Weekend_Midday,Weekend,Midday,20180804,1238,1248,,Sun-Exposed,69,UD4H,3,1,1,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
104,2018 People Staying Counts,TUJ1,Weekend_Midday,Weekend,Midday,20180804,1238,1248,,Sun-Exposed,69,UD4H,4,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
105,2018 People Staying Counts,TUJ1,Weekend_Midday,Weekend,Midday,20180804,1238,1248,,Sun-Exposed,69,UD4H,5,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
106,2018 People Staying Counts,TUJ1,Weekend_Midday,Weekend,Midday,20180804,1238,1248,,Sun-Exposed,69,UD4H,6,1,2,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,
107,2018 People Staying Counts,TUJ1,Weekend_Midday,Weekend,Midday,20180804,1238,1248,,Sun-Exposed,69,UD4H,7,1,2,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,
108,2018 People Staying Counts,TUJ1,Weekend_Evening,Weekend,Evening,20180804,1608,1618,,Sun-Shaded,76,UD4H,1,1,1,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
109,2018 People Staying Counts,TUJ1,Weekend_Evening,Weekend,Evening,20180804,1608,1618,,Sun-Shaded,76,UD4H,2,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
110,2018 People Staying Counts,TUJ1,Weekend_Evening,Weekend,Evening,20180804,1608,1618,,Sun-Shaded,76,UD4H,3,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,
111,2018 People Staying Counts,CAP1,Weekday1_Morning,Weekday,Morning,20180726,0830,0840,,Sun-Shaded,70,UD4H,1,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
112,2018 People Staying Counts,CAP1,Weekday1_Morning,Weekday,Morning,20180726,0830,0840,,Sun-Shaded,70,UD4H,2,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
